Moisture,Category_One_Defects,Category_Two_Defects,Quakers,Altitude,Variety,Processing_Method,Country_of_Origin,Color,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Total_Cup_Points,Classe
0.1,0,0,0.0,1400.0,Caturra,Washed / Wet,Guatemala,Green,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,82.42,Superior
0.12,0,0,0.0,1000.0,Caturra,Natural / Dry,Nicaragua,Bluish-Green,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,84.17,Gourmet
0.09,0,0,0.0,1300.0,Caturra,Washed / Wet,Costa Rica,Green,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,81.83,Tradicional
0.11,0,0,0.0,1300.0,Caturra,Washed / Wet,Costa Rica,Bluish-Green,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,81.17,Tradicional
0.0,0,0,0.0,1300.0,Caturra,Washed / Wet,Costa Rica,Blue-Green,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,82.08,Tradicional
0.12,2,4,0.0,1200.0,Caturra,Washed / Wet,Costa Rica,Green,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,77.92,Tradicional
0.11,0,7,0.0,1200.0,Caturra,Washed / Wet,Costa Rica,Green,6.33,6.5,6.33,6.83,6.33,6.5,10.0,6.67,10.0,71.75,Tradicional
0.12,1,2,0.0,1200.0,Caturra,Washed / Wet,Costa Rica,Green,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,81.5,Tradicional
0.1,0,4,0.0,1750.0,Unknown,Unknown,Ethiopia,Unknown,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,84.83,Gourmet
0.2,0,2,0.0,1311.0,Unknown,Unknown,Ethiopia,Unknown,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,84.42,Gourmet
0.03,0,0,0.0,1635.0,Unknown,Unknown,Ethiopia,Unknown,8.67,8.67,8.58,8.42,8.33,8.42,9.33,10.0,9.33,88.42,Gourmet
0.1,0,3,0.0,1311.0,Typica,Unknown,Ethiopia,Unknown,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,85.33,Gourmet
0.1,0,3,0.0,1311.0,Unknown,Unknown,Ethiopia,Unknown,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,10.0,83.83,Superior
0.05,0,2,0.0,1311.0,Unknown,Unknown,Ethiopia,Unknown,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,80.0,Tradicional
0.0,0,5,0.0,1311.0,Unknown,Unknown,Ethiopia,Unknown,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,85.08,Gourmet
0.05,0,2,0.0,1311.0,Unknown,Unknown,Ethiopia,Unknown,7.83,8.25,8.08,8.17,8.17,8.17,10.0,10.0,10.0,86.92,Gourmet
0.01,0,4,0.0,1750.0,Unknown,Unknown,Ethiopia,Unknown,7.75,8.08,8.0,8.25,8.0,8.0,10.0,10.0,10.0,86.0,Gourmet
0.1,0,2,0.0,1311.0,Unknown,Unknown,Ethiopia,Unknown,7.92,7.75,8.08,8.08,8.08,8.17,10.0,10.0,10.0,86.25,Gourmet
0.05,0,2,0.0,1635.0,Unknown,Unknown,Ethiopia,Unknown,8.25,8.33,8.5,8.25,8.58,8.75,9.33,10.0,9.33,87.83,Gourmet
0.1,0,1,0.0,1311.0,Unknown,Unknown,Ethiopia,Unknown,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,80.33,Tradicional
0.05,0,2,0.0,1311.0,Unknown,Unknown,Ethiopia,Unknown,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,85.33,Gourmet
0.01,0,0,0.0,1850.0,Unknown,Unknown,Ethiopia,Unknown,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,83.17,Superior
0.1,0,2,0.0,1750.0,Unknown,Unknown,Ethiopia,Unknown,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,84.83,Gourmet
0.2,0,3,0.0,1750.0,Unknown,Unknown,Ethiopia,Unknown,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,84.67,Gourmet
0.05,0,2,0.0,1311.0,Unknown,Unknown,Ethiopia,Unknown,8.17,8.33,8.25,8.33,8.42,8.33,9.33,10.0,9.33,87.33,Gourmet
0.03,0,0,0.0,1635.0,Unknown,Unknown,Ethiopia,Unknown,8.25,8.33,8.5,8.42,8.33,8.5,10.0,10.0,9.33,88.67,Gourmet
0.11,0,0,1.0,1311.0,Unknown,Unknown,Outros,Green,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,83.17,Superior
0.0,0,0,0.0,1625.0,Caturra,Washed / Wet,Colombia,Blue-Green,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,10.0,82.75,Superior
0.0,1,5,3.0,1311.0,Unknown,Unknown,Colombia,Unknown,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,83.92,Superior
0.0,0,6,7.0,1311.0,Caturra,Washed / Wet,Colombia,Green,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,82.08,Tradicional
0.0,0,5,3.0,1311.0,Caturra,Washed / Wet,Colombia,Green,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,84.33,Gourmet
0.12,0,0,0.0,1.65,Typica,Washed / Wet,Colombia,Green,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,10.0,82.75,Superior
0.0,0,2,0.0,442.0,Caturra,Natural / Dry,Colombia,Green,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,83.25,Superior
0.1,0,1,0.0,1600.0,Unknown,Unknown,Colombia,Unknown,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,83.75,Superior
0.11,0,1,0.0,442.0,Caturra,Washed / Wet,Colombia,Green,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,83.75,Superior
0.0,0,0,0.0,2560.0,Caturra,Natural / Dry,Colombia,Unknown,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,85.08,Gourmet
0.0,0,2,0.0,1000.0,Caturra,Natural / Dry,Colombia,Green,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,83.0,Superior
0.0,1,3,3.0,442.0,Caturra,Washed / Wet,Colombia,Green,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,84.08,Gourmet
0.11,1,2,0.0,442.0,Unknown,Unknown,Colombia,Green,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,83.92,Superior
0.11,0,4,0.0,2136.0,Caturra,Natural / Dry,Colombia,Green,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,83.58,Superior
0.12,4,0,0.0,442.0,Caturra,Natural / Dry,Colombia,Green,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,83.42,Superior
0.11,6,0,0.0,442.0,Caturra,Natural / Dry,Colombia,Green,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,84.33,Gourmet
0.0,0,5,0.0,1799.0,Caturra,Washed / Wet,Colombia,Bluish-Green,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,83.5,Superior
0.11,0,2,0.0,2560.0,Caturra,Natural / Dry,Colombia,Green,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,84.25,Gourmet
0.0,1,6,0.0,2527.0,Caturra,Washed / Wet,Colombia,Green,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,83.83,Superior
0.11,0,4,0.0,442.0,Unknown,Unknown,Colombia,Green,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,10.0,83.0,Superior
0.12,3,0,0.0,442.0,Caturra,Natural / Dry,Colombia,Green,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,84.25,Gourmet
0.0,0,0,0.0,442.0,Caturra,Natural / Dry,Colombia,Green,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,83.75,Superior
0.0,0,0,0.0,442.0,Caturra,Natural / Dry,Colombia,Green,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,82.33,Tradicional
0.11,0,2,0.0,442.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,83.42,Superior
0.0,0,1,0.0,1311.0,Caturra,Natural / Dry,Colombia,Green,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,84.42,Gourmet
0.11,0,1,0.0,1000.0,Caturra,Natural / Dry,Colombia,Green,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,83.0,Superior
0.0,0,4,1.0,1799.0,Caturra,Washed / Wet,Colombia,Green,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,83.08,Superior
0.0,0,0,0.0,1000.0,Caturra,Natural / Dry,Colombia,Green,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,83.5,Superior
0.11,0,1,0.0,1000.0,Caturra,Natural / Dry,Colombia,Green,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,83.33,Superior
0.0,0,1,2.0,439.0,Caturra,Washed / Wet,Colombia,Green,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,83.42,Superior
0.0,0,2,0.0,442.0,Caturra,Natural / Dry,Colombia,Unknown,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,82.42,Superior
0.11,0,8,0.0,2136.0,Caturra,Natural / Dry,Colombia,Green,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,85.08,Gourmet
0.08,1,5,0.0,1600.0,Unknown,Unknown,Colombia,Unknown,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,82.08,Tradicional
0.0,0,3,0.0,1550.0,Other,Washed / Wet,Colombia,Green,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,83.75,Superior
0.11,2,7,0.0,1600.0,Other,Washed / Wet,Colombia,Green,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,84.0,Gourmet
0.12,0,4,0.0,1530.0,Other,Washed / Wet,Colombia,Green,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,84.17,Gourmet
0.12,0,0,0.0,1480.0,Unknown,Washed / Wet,Colombia,Green,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,84.0,Gourmet
0.11,3,5,0.0,1450.0,Other,Washed / Wet,Colombia,Green,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,82.92,Superior
0.12,4,2,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,84.25,Gourmet
0.0,0,4,0.0,1500.0,Other,Washed / Wet,Colombia,Blue-Green,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,84.58,Gourmet
0.0,0,4,4.0,1600.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,81.0,Tradicional
0.22,0,2,0.0,1311.0,Unknown,Unknown,Colombia,Unknown,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,82.25,Tradicional
0.0,2,0,0.0,1775.0,Caturra,Washed / Wet,Colombia,Bluish-Green,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,81.83,Tradicional
0.12,0,3,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,84.0,Gourmet
0.11,0,3,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,84.92,Gourmet
0.0,0,4,2.0,1311.0,Unknown,Unknown,Colombia,Unknown,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,84.33,Gourmet
0.12,0,3,0.0,1800.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,83.58,Superior
0.0,0,3,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,84.42,Gourmet
0.0,0,0,0.0,1775.0,Caturra,Washed / Wet,Colombia,Bluish-Green,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,84.17,Gourmet
0.21,0,2,0.0,1311.0,Unknown,Unknown,Colombia,Unknown,7.5,7.42,7.33,7.33,7.67,7.83,10.0,10.0,10.0,82.67,Superior
0.11,0,0,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,83.5,Superior
0.12,0,4,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,83.5,Superior
0.15,0,0,0.0,1450.0,Unknown,Unknown,Colombia,Unknown,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,82.92,Superior
0.11,0,3,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,83.58,Superior
0.18,0,2,0.0,1311.0,Unknown,Unknown,Colombia,Unknown,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,80.67,Tradicional
0.11,0,3,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,82.83,Superior
0.11,0,9,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,82.42,Superior
0.11,0,1,0.0,1900.0,Caturra,Washed / Wet,Colombia,Green,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,82.0,Tradicional
0.11,1,2,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,83.0,Superior
0.11,0,3,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,82.75,Superior
0.12,0,0,0.0,1775.0,Caturra,Washed / Wet,Colombia,Bluish-Green,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,83.0,Superior
0.06,1,0,0.0,1450.0,Unknown,Unknown,Colombia,Unknown,7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,10.0,81.5,Tradicional
0.11,0,4,0.0,1311.0,Caturra,Washed / Wet,Colombia,Green,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,83.58,Superior
0.0,0,2,0.0,1775.0,Caturra,Washed / Wet,Colombia,Blue-Green,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,82.75,Superior
0.11,0,2,0.0,1900.0,Caturra,Washed / Wet,Colombia,Green,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,82.92,Superior
0.0,0,1,1.0,1311.0,Unknown,Unknown,Colombia,Unknown,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,81.67,Tradicional
0.0,0,5,0.0,1750.0,Caturra,Washed / Wet,Colombia,Unknown,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,84.58,Gourmet
0.12,0,1,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,84.92,Gourmet
0.11,1,2,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,83.17,Superior
0.11,0,0,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,82.25,Tradicional
0.0,1,5,2.0,1311.0,Caturra,Washed / Wet,Colombia,Green,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,83.08,Superior
0.11,2,2,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,82.58,Superior
0.0,0,2,0.0,1775.0,Caturra,Washed / Wet,Colombia,Unknown,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,84.08,Gourmet
0.11,0,1,0.0,1500.0,Caturra,Washed / Wet,Colombia,Green,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,82.92,Superior
0.0,1,2,6.0,1311.0,Caturra,Washed / Wet,Colombia,Unknown,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,84.92,Gourmet
0.0,0,2,0.0,1311.0,Unknown,Unknown,Colombia,Unknown,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,80.58,Tradicional
0.0,0,1,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,83.92,Superior
0.0,0,3,0.0,1311.0,Caturra,Washed / Wet,Colombia,Green,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,85.0,Gourmet
0.0,0,4,0.0,1775.0,Caturra,Washed / Wet,Colombia,Unknown,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,83.17,Superior
0.0,0,2,0.0,1311.0,Caturra,Washed / Wet,Colombia,Green,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,84.17,Gourmet
0.07,0,2,0.0,1775.0,Caturra,Unknown,Colombia,Unknown,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,82.0,Tradicional
0.11,1,3,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,82.5,Superior
0.11,0,0,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,83.25,Superior
0.0,1,4,0.0,1311.0,Unknown,Washed / Wet,Colombia,Green,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,83.75,Superior
0.11,1,1,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,83.0,Superior
0.0,1,0,2.0,1311.0,Caturra,Unknown,Colombia,Green,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,83.83,Superior
0.11,0,3,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,84.25,Gourmet
0.08,0,0,0.0,1775.0,Unknown,Unknown,Colombia,Unknown,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,81.75,Tradicional
0.0,0,1,0.0,1900.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,83.67,Superior
0.08,0,1,0.0,1450.0,Unknown,Unknown,Colombia,Unknown,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,10.0,83.0,Superior
0.0,0,5,0.0,1775.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,83.75,Superior
0.11,0,1,0.0,1600.0,Caturra,Washed / Wet,Colombia,Green,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,82.42,Superior
0.0,1,2,0.0,1311.0,Caturra,Washed / Wet,Colombia,Green,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,83.33,Superior
0.0,0,5,1.0,1311.0,Caturra,Washed / Wet,Colombia,Green,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,84.58,Gourmet
0.0,0,0,0.0,1311.0,Caturra,Washed / Wet,Colombia,Unknown,7.5,7.33,7.33,7.17,7.33,7.42,10.0,10.0,10.0,81.33,Tradicional
0.01,0,0,0.0,1775.0,Caturra,Unknown,Colombia,Unknown,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,83.08,Superior
0.1,0,3,0.0,1311.0,Unknown,Unknown,Unknown,Unknown,6.75,6.75,6.42,6.83,7.58,7.5,10.0,10.0,10.0,79.08,Tradicional
0.0,0,0,0.0,1311.0,Caturra,Washed / Wet,Colombia,Blue-Green,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,83.33,Superior
0.0,4,4,0.0,1800.0,Typica,Natural / Dry,Colombia,Green,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,82.83,Superior
0.06,0,1,0.0,1600.0,Unknown,Unknown,Colombia,Unknown,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,83.75,Superior
0.08,1,3,0.0,1880.0,Unknown,Unknown,Colombia,Unknown,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,83.08,Superior
0.05,0,0,0.0,1700.0,Unknown,Unknown,Colombia,Unknown,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,81.83,Tradicional
0.0,0,0,0.0,1800.0,Caturra,Washed / Wet,Colombia,Green,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,84.33,Gourmet
0.0,0,0,1.0,1650.0,Caturra,Washed / Wet,Colombia,Unknown,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,83.33,Superior
0.11,0,3,0.0,1800.0,Caturra,Washed / Wet,Colombia,Bluish-Green,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,82.67,Superior
0.0,0,1,0.0,1750.0,Caturra,Washed / Wet,Colombia,Bluish-Green,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,82.17,Tradicional
0.13,0,1,0.0,1880.0,Unknown,Unknown,Colombia,Unknown,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,83.25,Superior
0.06,0,2,0.0,1800.0,Unknown,Unknown,Colombia,Unknown,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,10.0,83.0,Superior
0.11,0,1,0.0,1700.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,84.0,Gourmet
0.1,0,4,0.0,1800.0,Unknown,Unknown,Colombia,Unknown,7.25,7.17,7.0,6.75,7.17,7.33,10.0,10.0,10.0,79.58,Tradicional
0.0,0,2,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,84.17,Gourmet
0.11,0,3,0.0,1750.0,Caturra,Washed / Wet,Colombia,Unknown,7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,10.0,82.58,Superior
0.11,0,1,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,83.67,Superior
0.11,0,0,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,83.0,Superior
0.0,0,4,0.0,1625.0,Caturra,Washed / Wet,Colombia,Green,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,83.0,Superior
0.0,1,4,0.0,1311.0,Arusha,Natural / Dry,Colombia,Unknown,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,10.0,83.0,Superior
0.08,0,3,0.0,1800.0,Unknown,Unknown,Colombia,Unknown,8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,10.0,82.67,Superior
0.16,0,2,0.0,1880.0,Unknown,Unknown,Colombia,Unknown,7.75,7.33,7.42,7.0,7.33,7.25,10.0,10.0,10.0,81.42,Tradicional
0.0,1,1,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,83.5,Superior
0.11,0,2,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,83.5,Superior
0.11,0,2,0.0,1700.0,Caturra,Washed / Wet,Colombia,Green,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,84.25,Gourmet
0.11,0,0,0.0,1550.0,Caturra,Washed / Wet,Colombia,Green,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,85.25,Gourmet
0.11,0,0,0.0,1850.0,Caturra,Washed / Wet,Colombia,Green,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,83.5,Superior
0.0,0,1,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,81.75,Tradicional
0.0,0,2,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,82.42,Superior
0.0,0,0,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,83.0,Superior
0.08,0,0,0.0,1800.0,Unknown,Unknown,Colombia,Unknown,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,82.17,Tradicional
0.0,0,2,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,84.58,Gourmet
0.11,0,0,0.0,1750.0,Caturra,Washed / Wet,Colombia,Blue-Green,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,83.17,Superior
0.0,0,1,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,82.33,Tradicional
0.01,0,1,0.0,1800.0,Unknown,Unknown,Colombia,Unknown,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,80.83,Tradicional
0.12,0,1,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,82.25,Tradicional
0.11,0,1,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,83.83,Superior
0.11,0,3,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,83.75,Superior
0.0,0,1,0.0,1750.0,Caturra,Washed / Wet,Colombia,Green,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,83.33,Superior
0.11,0,6,0.0,1800.0,Caturra,Washed / Wet,Colombia,Green,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,84.58,Gourmet
0.0,0,0,0.0,1750.0,Caturra,Natural / Dry,Colombia,Bluish-Green,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,82.92,Superior
0.12,0,1,0.0,175.0,Caturra,Washed / Wet,Colombia,Green,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,83.25,Superior
0.11,0,0,0.0,1750.0,Caturra,Natural / Dry,Colombia,Green,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,81.42,Tradicional
0.11,0,3,0.0,1750.0,Caturra,Washed / Wet,Colombia,Blue-Green,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,82.58,Superior
